MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
2.2327204130210596,41.0,2.0774554437082067,0.7049816382069481,5.777652323222656,2.5555555555555554,37.88,-122.23,1.7094642265012248
2.2301649264639662,21.0,1.9793638642549725,0.6789876519563107,7.784057002639929,2.109841827768014,37.86,-122.22,1.522790105708428
2.1111097680066324,52.0,2.228737843042296,0.7292121154807412,6.208590026096629,2.8022598870056497,37.85,-122.24,1.508733208312468
1.893578722009513,52.0,1.9194710677226894,0.7290254682248472,6.326149473155099,2.547945205479452,37.85,-122.25,1.48455473028741
1.5781948926941687,52.0,1.985385401493865,0.7328875092094594,6.338594078203183,2.1814671814671813,37.85,-122.25,1.4865920824352545
1.6167709598008924,52.0,1.751225285905642,0.7436629706968471,6.025865973825314,2.139896373056995,37.85,-122.25,1.3075216799544949
1.5388222964377556,52.0,1.7803456815330896,0.6685275225067704,6.9985096422506015,2.1284046692607004,37.84,-122.25,1.3842923584492175
1.415853163361435,52.0,1.757431455580987,0.7235909319746685,7.05444965813294,1.7882534775888717,37.84,-122.25,1.227884624372249
1.125059458682958,42.0,1.6665963262740489,0.750305594399894,7.095893221097532,2.026890756302521,37.84,-122.26,1.1838721326189332
1.5456884132701405,52.0,1.786845454425626,0.6882331657575163,7.347299700743164,2.172268907563025,37.84,-122.25,1.2839847422953208
1.4358223482690877,52.0,1.8683519147094387,0.7321765244656806,6.814542897259958,2.263681592039801,37.85,-122.26,1.3389406647364204
1.451730916404065,52.0,1.7531017220120435,0.7053341966631889,7.316548177182976,2.0490463215258856,37.85,-122.26,1.2290555846933993
1.404870746692826,52.0,1.8441383564825629,0.6995369786587163,7.002155954403621,2.3461538461538463,37.85,-122.26,1.142629174084884
1.3011721077030556,52.0,1.6094379124341003,0.7408420543679625,5.846438775057724,1.9827586206896552,37.84,-122.26,1.0691834779772975
1.0704528402075364,52.0,1.6606828185541833,0.6979742213082613,7.10085190894405,1.9548387096774194,37.85,-122.26,0.9524297784900283
1.1394342831883648,50.0,1.6567840330312986,0.728499699275665,6.548219102762372,2.640151515151515,37.85,-122.26,0.8754687373538999
1.328400382700988,52.0,1.9372408273120354,0.7170289125633327,6.677083461247136,2.395770392749245,37.85,-122.27,0.9262410627273231
1.137897102331012,52.0,1.6199435901483146,0.6765078615559806,6.47543271670409,2.1386138613861387,37.85,-122.27,0.9380522236556678
1.0956412127231556,50.0,1.847458319351053,0.7352094557333977,6.898714534329988,2.3627684964200477,37.84,-122.26,0.9504989032038921
1.2818500922464173,52.0,1.8664733184072786,0.7341146190481683,6.53813982376767,2.5090909090909093,37.84,-122.27,0.9666035457477442
0.85772898087589,40.0,1.7091196838999216,0.7459453661269161,6.016157159698354,2.463855421686747,37.85,-122.27,0.9062403960206536
0.9982393145213224,42.0,1.7007660063393033,0.6945123684852852,6.835184586147301,2.5382513661202184,37.85,-122.27,0.9547419182484078
1.0024684281152074,52.0,1.8076712542636941,0.7569663007312688,6.923628628138427,2.1234309623430963,37.84,-122.27,0.7603384301002686
1.1570698582396783,52.0,1.823556243310054,0.7114403736072706,6.74993119378857,2.624615384615385,37.84,-122.27,0.6916460544336782
1.2809338454620645,52.0,1.8357990306388892,0.7107636079482436,6.914730892718563,2.3838862559241707,37.84,-122.27,0.8441500540964727
1.2248924545784394,41.0,1.7039838583456692,0.7098142330451571,5.762051382780177,2.6638655462184873,37.85,-122.28,0.7299611536826616
1.2411818801082075,49.0,1.7453722733569383,0.703553101721062,6.410174881966167,2.5397489539748954,37.85,-122.28,0.6616565134685745
1.0324724861635648,52.0,1.754551841807455,0.7229260559155566,7.005789019253503,2.7758186397984885,37.85,-122.28,0.7202758479481979
0.9716875950944428,50.0,1.6867121141458719,0.7130327128470529,7.0317412587631285,2.3911205073995774,37.84,-122.28,0.7366854825744287
0.9886113934537812,52.0,1.741031945718397,0.7091475219063864,5.981414211254481,2.5483870967741935,37.84,-122.28,0.8415671856782186
1.0741146570677094,49.0,1.8031581020697283,0.7804891907150933,6.761572768804055,2.2830687830687832,37.84,-122.28,0.7988576349820595
1.0856958967348829,52.0,1.7719114894295434,0.7375003481097478,7.063903961472068,2.6485260770975056,37.84,-122.28,0.766397642299538
1.0285116609886207,48.0,1.9076612449924693,0.7979105030080255,6.934397209928558,3.062686567164179,37.84,-122.27,0.7438402948754634
0.8649974374866045,49.0,1.7968125370794463,0.7478540947994202,6.626717749249025,2.291793313069909,37.83,-122.27,0.7173518692567626
1.3164886593759129,51.0,1.7870843788990611,0.7279811332355778,7.138073034044347,2.3470149253731343,37.83,-122.27,0.7405077519197829
